Object nr 2,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,6,C 1,34,23,C 2,33,51,C 3,27,11,C 4,37,11,C 5,36,66,C 6,58,71
,1600,4,C 1,34,23,C 2,33,51,C 3,27,11,C 4,37,11
,2400,6,C 1,33,51,C 2,27,11,C 3,37,11,C 4,34,23,C 5,36,66,C 6,57,70
,3200,6,C 1,33,51,C 2,27,11,C 3,37,11,C 4,34,23,C 5,35,66,C 6,58,71
,4000,4,C 1,34,24,C 2,33,51,C 3,27,11,C 4,37,11
,4800,4,C 1,34,24,C 2,33,51,C 3,27,11,C 4,37,11
,5600,4,C 1,34,24,C 2,33,50,C 3,27,11,C 4,37,11
,6400,4,C 1,34,24,C 2,33,50,C 3,27,11,C 4,37,11
,7200,4,C 1,34,24,C 2,33,50,C 3,27,11,C 4,37,11
,8000,4,C 1,27,11,C 2,37,11,C 3,31,48,C 4,31,28
